id,moveId,moveName,power,pp,accuracy,priority,targetName,createdAt,updatedAt
153,153,explosion,250,5,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
154,154,fury-swipes,18,15,80,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
155,155,bonemerang,50,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
156,156,rest,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
157,157,rock-slide,75,10,90,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
158,158,hyper-fang,80,15,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
159,159,sharpen,,30,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
160,160,conversion,,30,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
161,161,tri-attack,80,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
162,162,super-fang,,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
163,163,slash,70,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
164,164,substitute,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
165,165,struggle,50,1,,0,random-opponent,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
166,166,sketch,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
167,167,triple-kick,10,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
168,168,thief,60,25,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
169,169,spider-web,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
170,170,mind-reader,,5,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
171,171,nightmare,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
172,172,flame-wheel,60,25,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
173,173,snore,50,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
174,174,curse,,10,,0,specific-move,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
175,175,flail,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
176,176,conversion-2,,30,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
177,177,aeroblast,100,5,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
178,178,cotton-spore,,40,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
179,179,reversal,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
180,180,spite,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
181,181,powder-snow,40,25,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
182,182,protect,,10,,4,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
183,183,mach-punch,40,30,100,1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
184,184,scary-face,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
185,185,feint-attack,60,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
186,186,sweet-kiss,,10,75,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
187,187,belly-drum,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
188,188,sludge-bomb,90,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
189,189,mud-slap,20,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
190,190,octazooka,65,10,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
191,191,spikes,,20,,0,opponents-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
192,192,zap-cannon,120,5,50,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
193,193,foresight,,40,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
194,194,destiny-bond,,5,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
195,195,perish-song,,5,,0,all-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
196,196,icy-wind,55,15,95,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
197,197,detect,,5,,4,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
198,198,bone-rush,25,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
199,199,lock-on,,5,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
200,200,outrage,120,10,100,0,random-opponent,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
201,201,sandstorm,,10,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
202,202,giga-drain,75,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
203,203,endure,,10,,4,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
204,204,charm,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
205,205,rollout,30,20,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
206,206,false-swipe,40,40,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
207,207,swagger,,15,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
208,208,milk-drink,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
209,209,spark,65,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
210,210,fury-cutter,40,20,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
211,211,steel-wing,70,25,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
212,212,mean-look,,5,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
213,213,attract,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
214,214,sleep-talk,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
215,215,heal-bell,,5,,0,user-and-allies,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
216,216,return,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
217,217,present,,15,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
218,218,frustration,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
219,219,safeguard,,25,,0,users-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
220,220,pain-split,,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
221,221,sacred-fire,100,5,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
222,222,magnitude,,30,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
223,223,dynamic-punch,100,5,50,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
224,224,megahorn,120,10,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
225,225,dragon-breath,60,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
226,226,baton-pass,,40,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
227,227,encore,,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
228,228,pursuit,40,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
229,229,rapid-spin,50,40,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
230,230,sweet-scent,,20,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
231,231,iron-tail,100,15,75,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
232,232,metal-claw,50,35,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
233,233,vital-throw,70,10,,-1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
234,234,morning-sun,,5,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
235,235,synthesis,,5,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
236,236,moonlight,,5,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
237,237,hidden-power,60,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
238,238,cross-chop,100,5,80,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
239,239,twister,40,20,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
240,240,rain-dance,,5,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
241,241,sunny-day,,5,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
242,242,crunch,80,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
243,243,mirror-coat,,20,100,-5,specific-move,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
